Period,Region,State,Year,Added & Replaced,Colony Loss,Colony loss %,Disease_unformated,Diseases %,Inventory,"Loss, Colony Collapse Disorder",Other causes %,Other Causes_unformatted,Other Pests %,Other pests_unformatted,Percent Colony Loss,Pesticides %,pesticides_unformatted,Renovated - Inventory,Renovated - Inventory Measured In Pct Of Colonies,Renovated - Inventory Pct,Unknown Causes %,Unknown_unformatted,Varroa Mites %,Varroa Mites_unformatted
APR THRU JUN,South,MARYLAND,2022,1600,390,0.05,2.4,0.024,7500,150,0.147,14.7,0.079,7.9,5,0.008,0.8,1100,,13,0.017,1.7,15.00%,15
APR THRU JUN,Midwest,MINNESOTA,2022,6000,1500,0.01,,,102000,410,0.026,2.6,0.007,0.7,1,,,2000,,2,,,4.90%,4.9
APR THRU JUN,West,NEW MEXICO,2022,4200,1600,0.23,8.6,0.086,7000,340,0.015,1.5,0.086,8.6,23,0.009,0.9,2200,,31,0.007,0.7,52.00%,52
APR THRU JUN,South,SOUTH CAROLINA,2022,3500,2500,0.11,,,22000,100,0.012,1.2,0.132,13.2,11,0.128,12.8,3200,,14,0.009,0.9,29.90%,29.9
APR THRU JUN,South,TENNESSEE,2022,9000,4400,0.38,1,0.01,9500,220,0.144,14.4,0.237,23.7,38,,,1200,,10,0.017,1.7,30.90%,30.9
APR THRU JUN,South,VIRGINIA,2022,2900,580,0.06,0.9,0.009,9000,100,0.181,18.1,0.217,21.7,6,0.006,0.6,680,,6,0.017,1.7,30.80%,30.8
APR THRU JUN,South,WEST VIRGINIA,2022,2400,260,0.03,3.6,0.036,5000,120,0.01,1,0.074,7.4,3,0,0,2600,,35,0.009,0.9,13.10%,13.1
JAN THRU MAR,South,ALABAMA,2015,2800,1800,0.26,0,0,7000,,0.091,9.1,0.054,5.4,26,0.022,2.2,250,,4,0.094,9.4,10.00%,10
JAN THRU MAR,South,ARKANSAS,2015,1200,1500,0.11,1.5,0.015,13000,,0.01,1,0.114,11.4,11,0.034,3.4,90,,1,0.01,1,17.60%,17.6
JAN THRU MAR,West,COLORADO,2015,200,1500,0.12,1.8,0.018,3500,,0.026,2.6,0.009,0.9,12,0.006,0.6,140,,1,0.059,5.9,14.60%,14.6
JAN THRU MAR,Midwest,MISSOURI,2015,220,2000,0.15,2.2,0.022,12000,,0.118,11.8,0.06,6,15,0.042,4.2,910,,7,0.063,6.3,13.10%,13.1
JAN THRU MAR,Northeast,NEW JERSEY,2015,570,1100,0.12,30.4,0.304,6000,,0.195,19.5,0.132,13.2,12,0.111,11.1,1600,,18,0.167,16.7,40.10%,40.1
JAN THRU MAR,West,NEW MEXICO,2015,190,690,0.1,0,0,7000,,0.013,1.3,0.001,0.1,10,0.002,0.2,600,,9,0.004,0.4,17.10%,17.1
JAN THRU MAR,South,SOUTH CAROLINA,2015,2700,2700,0.15,0.2,0.002,17000,,0.036,3.6,0.023,2.3,15,0.003,0.3,1400,,8,0.029,2.9,10.50%,10.5
JAN THRU MAR,West,ARIZONA,2016,3500,4700,0.16,0,0,30000,,0.065,6.5,0.028,2.8,16,0.077,7.7,150,,1,0.072,7.2,33.80%,33.8
JAN THRU MAR,South,ARKANSAS,2016,5000,5000,0.19,0,0,27000,,0.019,1.9,0.069,6.9,19,0.005,0.5,1100,,4,0.081,8.1,57.40%,57.4
JAN THRU MAR,South,FLORIDA,2016,49000,40000,0.14,0.4,0.004,275000,,0.018,1.8,0.058,5.8,14,0.049,4.9,15500,,5,0.014,1.4,23.60%,23.6
JAN THRU MAR,Midwest,ILLINOIS,2016,860,1400,0.15,0.3,0.003,8500,,0.046,4.6,0.064,6.4,15,0.026,2.6,40,,0,0.086,8.6,12.40%,12.4
JAN THRU MAR,South,KENTUCKY,2016,390,1300,0.2,0.7,0.007,6500,,0.125,12.5,0.09,9,20,0.063,6.3,40,,1,0.084,8.4,23.60%,23.6
JAN THRU MAR,Northeast,MAINE,2016,0,170,0.05,0.3,0.003,2200,,0.008,0.8,0.004,0.4,5,0,0,0,,0,0.014,1.4,3.30%,3.3
JAN THRU MAR,Midwest,MISSOURI,2016,5500,1300,0.13,0.4,0.004,10000,,0.045,4.5,0.07,7,13,0.062,6.2,420,,4,0.073,7.3,20.20%,20.2
JAN THRU MAR,Northeast,NEW JERSEY,2016,80,1000,0.17,0.2,0.002,6000,,0.017,1.7,0.011,1.1,17,0.006,0.6,20,,0,0.12,12,8.00%,8
JAN THRU MAR,Northeast,PENNSYLVANIA,2016,480,2900,0.23,0.3,0.003,12500,,0.055,5.5,0.043,4.3,23,0.038,3.8,170,,1,0.046,4.6,44.80%,44.8
JAN THRU MAR,West,UTAH,2016,1400,1900,0.13,0.1,0.001,12000,,0.016,1.6,0.07,7,13,0.004,0.4,50,,0,0.005,0.5,26.20%,26.2
JAN THRU MAR,West,WYOMING,2016,440,340,0.05,0.2,0.002,2700,,0.008,0.8,0.004,0.4,5,0.025,2.5,0,,0,0.013,1.3,0.00%,0
JAN THRU MAR,West,COLORADO,2017,100,1100,0.05,,,9500,,0.026,2.6,,,5,0.009,0.9,0,,0,0.004,0.4,17.00%,17
JAN THRU MAR,West,IDAHO,2017,2000,8500,0.09,42.3,0.423,95000,,0.017,1.7,0.423,42.3,9,0.212,21.2,280,,,0.004,0.4,74.20%,74.2
JAN THRU MAR,Midwest,ILLINOIS,2017,3100,2900,0.26,0.5,0.005,11000,,0.099,9.9,0.131,13.1,26,0.037,3.7,150,,1,0.08,8,21.20%,21.2
JAN THRU MAR,Midwest,KANSAS,2017,930,1000,0.26,0,0,3800,,0.164,16.4,0.03,3,26,0.036,3.6,380,,10,0.143,14.3,47.20%,47.2
JAN THRU MAR,Northeast,MAINE,2017,100,1000,0.32,30.5,0.305,2700,,0.263,26.3,0.209,20.9,32,0.081,8.1,0,,0,0,0,23.90%,23.9
JAN THRU MAR,Northeast,MASSACHUSETTS,2017,120,1500,0.45,3,0.03,3300,,0.105,10.5,0.056,5.6,45,0.045,4.5,110,,3,0.056,5.6,32.50%,32.5
JAN THRU MAR,Midwest,MICHIGAN,2017,600,5000,0.08,0,0,29000,,0.011,1.1,0.003,0.3,8,0.019,1.9,130,,,0.039,3.9,7.90%,7.9
JAN THRU MAR,Midwest,NEBRASKA,2017,120,750,0.06,0.4,0.004,7500,,0.021,2.1,0.003,0.3,6,0,0,0,,0,0.012,1.2,14.80%,14.8
JAN THRU MAR,West,NEW MEXICO,2017,3600,2100,0.38,87.4,0.874,5500,,0.02,2,0,0,38,0,0,0,,0,0,0,93.90%,93.9
JAN THRU MAR,West,UTAH,2017,3900,2700,0.14,0.1,0.001,16000,,0.02,2,0,0,14,0,0,60,,,0.003,0.3,38.70%,38.7
JAN THRU MAR,Northeast,VERMONT,2017,0,440,0.07,2.1,0.021,6500,,0.009,0.9,0.007,0.7,7,0.002,0.2,0,,0,0.022,2.2,6.00%,6
JAN THRU MAR,Midwest,WISCONSIN,2017,450,4400,0.2,1.1,0.011,17000,,0.04,4,0.019,1.9,20,0.02,2,70,,,0.105,10.5,19.00%,19
JAN THRU MAR,South,ALABAMA,2018,1200,820,0.11,1.9,0.019,7500,,0.086,8.6,0.302,30.2,11,0.149,14.9,1500,,20,0.045,4.5,29.20%,29.2
JAN THRU MAR,Midwest,IOWA,2018,270,2100,0.05,0.3,0.003,41000,,0.006,0.6,0.011,1.1,5,0.006,0.6,110,,,0.014,1.4,5.30%,5.3
JAN THRU MAR,Midwest,KANSAS,2018,370,950,0.26,1,0.01,3700,,0.279,27.9,0.203,20.3,26,0.043,4.3,410,,11,0.091,9.1,63.00%,63
JAN THRU MAR,Midwest,MICHIGAN,2018,4000,7000,0.19,0.7,0.007,16500,,0.12,12,0.035,3.5,19,0.074,7.4,3900,,11,0.059,5.9,21.40%,21.4
JAN THRU MAR,Midwest,NEBRASKA,2018,0,430,0.03,0,0,6500,,0.017,1.7,0.016,1.6,3,0.028,2.8,0,,0,0.009,0.9,4.50%,4.5
JAN THRU MAR,Northeast,PENNSYLVANIA,2018,1200,3300,0.22,3.3,0.033,14500,,0.059,5.9,0.056,5.6,22,0.093,9.3,670,,4,0.099,9.9,34.40%,34.4
JAN THRU MAR,Midwest,SOUTH DAKOTA,2018,250,390,0.01,,,23000,,0.005,0.5,0.001,0.1,1,,,90,,,0.001,0.1,4.40%,4.4
JAN THRU MAR,South,VIRGINIA,2018,540,2100,0.3,0.3,0.003,7000,,0.077,7.7,0.113,11.3,30,0.039,3.9,160,,2,0.163,16.3,26.00%,26
JAN THRU MAR,West,WYOMING,2018,70,220,0.02,0.1,0.001,5500,,0.019,1.9,0.003,0.3,2,0,0,0,,0,0.009,0.9,0.80%,0.8
JAN THRU MAR,West,CALIFORNIA,2019,83000,235000,0.15,6.4,0.064,1140000,14000,0.087,8.7,0.134,13.4,15,0.123,12.3,86000,,5,0.056,5.6,43.50%,43.5
JAN THRU MAR,Northeast,CONNECTICUT,2019,170,270,0.09,0,0,3100,90,0.036,3.6,0.013,1.3,9,0,0,10,,,0.017,1.7,10.10%,10.1
JAN THRU MAR,South,GEORGIA,2019,19500,14500,0.11,7.4,0.074,120000,2300,0.106,10.6,0.178,17.8,11,0.096,9.6,8000,,6,0.049,4.9,69.60%,69.6
JAN THRU MAR,Midwest,INDIANA,2019,440,710,0.12,2.6,0.026,6000,150,0.071,7.1,0.088,8.8,12,0.055,5.5,280,,5,0.017,1.7,15.60%,15.6
JAN THRU MAR,Midwest,IOWA,2019,170,1600,0.14,0.6,0.006,7500,270,0.077,7.7,0.017,1.7,14,0.003,0.3,140,,1,0.035,3.5,34.80%,34.8
JAN THRU MAR,Midwest,KANSAS,2019,370,1500,0.33,2.5,0.025,4500,430,0.216,21.6,0.078,7.8,33,0.122,12.2,110,,2,0.04,4,86.90%,86.9
JAN THRU MAR,South,MARYLAND,2019,30,2300,0.29,0.2,0.002,8000,50,0.101,10.1,0.051,5.1,29,,,10,,,0.024,2.4,12.60%,12.6
JAN THRU MAR,Midwest,MISSOURI,2019,80,1100,0.13,1.9,0.019,8500,340,0.054,5.4,0.023,2.3,13,0.005,0.5,60,,1,0.032,3.2,5.40%,5.4
JAN THRU MAR,West,NEW MEXICO,2019,0,170,0.04,0.6,0.006,4800,0,0.014,1.4,0.011,1.1,4,0,0,0,,0,0.003,0.3,3.50%,3.5
JAN THRU MAR,South,NORTH CAROLINA,2019,750,1700,0.12,0.2,0.002,10500,350,0.022,2.2,0.02,2,12,0.007,0.7,890,,6,0.034,3.4,16.40%,16.4
JAN THRU MAR,Midwest,NORTH DAKOTA,2019,0,1100,0.01,0,0,92000,1600,0.004,0.4,0,0,1,0.065,6.5,1300,,1,0.013,1.3,6.90%,6.9
JAN THRU MAR,Midwest,OHIO,2019,1700,3500,0.28,11.1,0.111,10500,1500,0.067,6.7,0.099,9.9,28,0.011,1.1,440,,4,0.031,3.1,49.30%,49.3
JAN THRU MAR,Northeast,VERMONT,2019,50,260,0.04,2.4,0.024,6500,40,0.002,0.2,0.001,0.1,4,0,0,,,,0.012,1.2,6.20%,6.2
JAN THRU MAR,South,VIRGINIA,2019,80,1100,0.2,0.8,0.008,5500,150,0.039,3.9,0.128,12.8,20,0.003,0.3,110,,2,0.093,9.3,16.60%,16.6
JAN THRU MAR,West,WYOMING,2019,0,250,0.03,0.1,0.001,6500,980,0.005,0.5,0,0,3,0,0,0,,0,0.023,2.3,0.70%,0.7
JAN THRU MAR,West,COLORADO,2020,4000,670,0.05,,,4500,620,0.108,10.8,0,0,5,,,500,,4,0.024,2.4,20.80%,20.8
JAN THRU MAR,Northeast,CONNECTICUT,2020,360,330,0.09,,,3700,10,0.028,2.8,0.029,2.9,9,0,0,,,0,0.03,3,11.20%,11.2
JAN THRU MAR,South,FLORIDA,2020,41000,30000,0.1,5.5,0.055,295000,11500,0.087,8.7,0.142,14.2,10,0.053,5.3,8000,,3,0.109,10.9,28.00%,28
JAN THRU MAR,West,IDAHO,2020,4400,18500,0.11,,,156000,5500,0.021,2.1,0.008,0.8,11,0.028,2.8,920,,1,0.019,1.9,10.40%,10.4
JAN THRU MAR,Midwest,ILLINOIS,2020,2900,2400,0.21,,,11500,520,0.073,7.3,0.089,8.9,21,0,0,160,,1,0.1,10,17.20%,17.2
JAN THRU MAR,Midwest,INDIANA,2020,1500,1600,0.15,,,11000,210,0.019,1.9,0.005,0.5,15,0.029,2.9,420,,4,0.062,6.2,8.20%,8.2
JAN THRU MAR,Northeast,MASSACHUSETTS,2020,1100,470,0.12,1.8,0.018,3800,150,0.045,4.5,0.005,0.5,12,,,100,,3,0.022,2.2,13.90%,13.9
JAN THRU MAR,Midwest,MINNESOTA,2020,1300,920,0.02,0,0,21000,6500,0.043,4.3,0,0,2,,,40,,,,,3.50%,3.5
JAN THRU MAR,South,MISSISSIPPI,2020,16000,5000,0.18,,,26000,800,0.145,14.5,0.509,50.9,18,0.018,1.8,660,,2,0.036,3.6,58.60%,58.6
JAN THRU MAR,Midwest,MISSOURI,2020,3400,5500,0.65,0.9,0.009,8500,160,0.021,2.1,0.034,3.4,65,0.016,1.6,0,,0,0.034,3.4,8.40%,8.4
JAN THRU MAR,South,OKLAHOMA,2020,5000,700,0.04,,,19500,60,,,0.006,0.6,4,0.005,0.5,,,0,,,11.40%,11.4
JAN THRU MAR,West,OREGON,2020,9000,4800,0.04,10.8,0.108,97000,950,0.013,1.3,0.104,10.4,4,0.145,14.5,1700,,2,,,24.40%,24.4
JAN THRU MAR,Northeast,PENNSYLVANIA,2020,370,2100,0.08,2.8,0.028,18500,430,0.027,2.7,0.039,3.9,8,0.018,1.8,320,,1,0.032,3.2,15.50%,15.5
JAN THRU MAR,Midwest,SOUTH DAKOTA,2020,20,1200,0.06,0,0,20000,1100,,,,,6,0.021,2.1,,,0,,,14.70%,14.7
JAN THRU MAR,West,UTAH,2020,3000,1100,0.06,17.1,0.171,12000,960,0.157,15.7,0.172,17.2,6,0.023,2.3,,,0,0.224,22.4,38.90%,38.9
JAN THRU MAR,Midwest,WISCONSIN,2020,700,1900,0.07,,,16000,1600,0.027,2.7,0.019,1.9,7,,,370,,1,0.031,3.1,9.00%,9
JAN THRU MAR,West,WYOMING,2020,450,140,0.01,0.1,0.001,4000,1500,0.008,0.8,,,1,0,0,60,,,0.017,1.7,,
JAN THRU MAR,South,FLORIDA,2021,47000,31000,0.1,5.6,0.056,300000,7500,0.063,6.3,0.119,11.9,10,0.066,6.6,17000,,6,0.034,3.4,34.60%,34.6
JAN THRU MAR,West,HAWAII,2021,2300,800,0.04,0,0,19500,40,0.047,4.7,0.522,52.2,4,0,0,1600,,8,0,0,53.00%,53
JAN THRU MAR,West,IDAHO,2021,11000,14500,0.08,0,0,167000,5000,0.016,1.6,0.099,9.9,8,0.089,8.9,9000,,5,0.015,1.5,30.00%,30
JAN THRU MAR,Midwest,ILLINOIS,2021,2500,3000,0.23,1.6,0.016,11500,270,0.179,17.9,0.129,12.9,23,0.013,1.3,200,,2,0.094,9.4,28.80%,28.8
JAN THRU MAR,Midwest,MINNESOTA,2021,1300,3200,0.04,0,0,61000,6000,0.028,2.8,0.006,0.6,4,0.025,2.5,140,,,,,6.30%,6.3
JAN THRU MAR,South,MISSISSIPPI,2021,14000,5500,0.15,0,0,31000,300,0.155,15.5,0.038,3.8,15,0.01,1,70,,,0.047,4.7,19.70%,19.7
JAN THRU MAR,Midwest,MISSOURI,2021,110,900,0.16,,,5500,160,0.131,13.1,0.056,5.6,16,0.008,0.8,40,,1,0.053,5.3,16.60%,16.6
JAN THRU MAR,Midwest,NEBRASKA,2021,930,640,0.04,,,11000,540,0.017,1.7,,,4,0.015,1.5,0,,0,0.007,0.7,11.00%,11
JAN THRU MAR,South,OKLAHOMA,2021,4100,2600,0.09,0,0,28000,1100,0.042,4.2,,,9,,,360,,1,0.02,2,7.60%,7.6
JAN THRU MAR,South,TEXAS,2021,61000,30000,0.08,1.5,0.015,240000,5000,0.074,7.4,0.13,13,8,0.058,5.8,13500,,4,,,17.70%,17.7
JAN THRU MAR,West,UTAH,2021,2700,2600,0.13,0,0,17500,230,0.01,1,0.009,0.9,13,0.024,2.4,0,,0,0.063,6.3,45.40%,45.4
JAN THRU MAR,Northeast,MASSACHUSETTS,2022,350,950,0.16,0.7,0.007,6000,40,0.016,1.6,0.029,2.9,16,0,0,510,,9,0.027,2.7,13.40%,13.4
JAN THRU MAR,Midwest,NEBRASKA,2022,30,840,0.03,0.7,0.007,24000,760,,,0,0,3,0,0,0,,0,0.023,2.3,3.20%,3.2
JAN THRU MAR,South,OKLAHOMA,2022,50,3000,0.15,0,0,20000,20,0,0,,,15,0,0,3500,,18,,,18.80%,18.8
JAN THRU MAR,West,OREGON,2022,2400,5000,0.05,0,0,92000,6500,,,0,0,5,0.014,1.4,310,,,0.011,1.1,11.40%,11.4
JAN THRU MAR,South,SOUTH CAROLINA,2022,4500,2500,0.13,0,0,17000,200,0.045,4.5,0.038,3.8,13,,,830,,4,0.031,3.1,38.00%,38
JAN THRU MAR,South,VIRGINIA,2022,940,1700,0.17,2.5,0.025,7500,660,0.12,12,0.139,13.9,17,,,200,,2,0.078,7.8,25.70%,25.7
JUL THRU SEP,West,ARIZONA,2015,4300,6000,0.15,5.4,0.054,40000,,0.076,7.6,0.248,24.8,15,0.173,17.3,15500,,39,0.051,5.1,53.50%,53.5
JUL THRU SEP,South,FLORIDA,2015,37000,36000,0.16,6.7,0.067,164000,,0.219,21.9,0.217,21.7,16,0.229,22.9,29000,,13,0.034,3.4,39.50%,39.5
JUL THRU SEP,West,IDAHO,2015,5500,14000,0.11,1.7,0.017,80000,,0.022,2.2,0.052,5.2,11,0.1,10,11500,,9,0.064,6.4,46.80%,46.8
JUL THRU SEP,Northeast,MAINE,2015,410,450,0.08,13.2,0.132,6000,,0.026,2.6,0.034,3.4,8,0,0,140,,2,0.078,7.8,9.90%,9.9
JUL THRU SEP,South,MARYLAND,2015,730,680,0.09,2.9,0.029,7000,,0.071,7.1,0.191,19.1,9,0.228,22.8,70,,1,0.02,2,26.90%,26.9
JUL THRU SEP,Midwest,MISSOURI,2015,700,1200,0.09,3,0.03,14000,,0.021,2.1,0.117,11.7,9,0.02,2,630,,5,0.014,1.4,11.10%,11.1
JUL THRU SEP,West,MONTANA,2015,3200,10500,0.07,10.7,0.107,140000,,0.064,6.4,0.164,16.4,7,0.023,2.3,10000,,6,0.053,5.3,52.50%,52.5
JUL THRU SEP,West,NEW MEXICO,2015,1300,1600,0.25,55,0.55,6500,,0.555,55.5,0.55,55,25,0.58,58,650,,10,0.007,0.7,61.20%,61.2
JUL THRU SEP,Northeast,NEW YORK,2015,4400,6500,0.14,5.7,0.057,44000,,0.088,8.8,0.143,14.3,14,0.171,17.1,7000,,15,0.015,1.5,40.00%,40
JUL THRU SEP,Northeast,PENNSYLVANIA,2015,1800,1800,0.07,3.7,0.037,25000,,0.072,7.2,0.113,11.3,7,0.051,5.1,2400,,10,0.008,0.8,45.10%,45.1
JUL THRU SEP,South,TENNESSEE,2015,500,1200,0.12,0.5,0.005,10000,,0.022,2.2,0.384,38.4,12,0.048,4.8,350,,4,0.01,1,50.80%,50.8
JUL THRU SEP,Northeast,VERMONT,2015,30,40,0.01,0,0,6000,,0.004,0.4,0.005,0.5,1,0,0,20,,0,0,0,22.70%,22.7
JUL THRU SEP,West,CALIFORNIA,2016,33000,82000,0.1,8.5,0.085,740000,,0.104,10.4,0.178,17.8,10,0.188,18.8,78000,,10,0.069,6.9,42.20%,42.2
JUL THRU SEP,Midwest,ILLINOIS,2016,850,1300,0.12,0.7,0.007,11000,,0.029,2.9,0.079,7.9,12,0.043,4.3,310,,3,0.016,1.6,17.40%,17.4
JUL THRU SEP,South,LOUISIANA,2016,2600,7000,0.12,0,0,51000,,0.096,9.6,0.261,26.1,12,0.016,1.6,2100,,4,0.007,0.7,39.50%,39.5
JUL THRU SEP,Midwest,NORTH DAKOTA,2016,25000,71000,0.13,6.3,0.063,510000,,0.099,9.9,0.118,11.8,13,0.129,12.9,104000,,19,0.031,3.1,38.00%,38
JUL THRU SEP,West,OREGON,2016,2900,7500,0.07,12.5,0.125,107000,,0.051,5.1,0.185,18.5,7,0.096,9.6,4300,,4,0.015,1.5,52.90%,52.9
JUL THRU SEP,West,WASHINGTON,2016,7500,5000,0.07,0.9,0.009,57000,,0.043,4.3,0.014,1.4,7,0.191,19.1,2000,,3,0.001,0.1,65.20%,65.2
JUL THRU SEP,South,FLORIDA,2017,39000,39000,0.22,3.7,0.037,176000,,0.114,11.4,0.132,13.2,22,0.063,6.3,42000,,23,0.215,21.5,42.90%,42.9
JUL THRU SEP,Midwest,MICHIGAN,2017,4300,17500,0.16,8.6,0.086,103000,,0.15,15,0.119,11.9,16,0.137,13.7,11500,,11,0.029,2.9,56.80%,56.8
JUL THRU SEP,South,MISSISSIPPI,2017,250,2900,0.12,0.7,0.007,24000,,0.181,18.1,0.048,4.8,12,0.002,0.2,230,,1,0.007,0.7,71.10%,71.1
JUL THRU SEP,Midwest,MISSOURI,2017,320,580,0.06,2.8,0.028,9000,,0.016,1.6,0.36,36,6,0.34,34,310,,3,0.35,35,77.70%,77.7
JUL THRU SEP,Northeast,NEW YORK,2017,3100,6500,0.11,6.2,0.062,59000,,0.136,13.6,0.198,19.8,11,0.094,9.4,9000,,15,0.018,1.8,45.10%,45.1
JUL THRU SEP,South,TEXAS,2017,21000,15000,0.13,0.1,0.001,104000,,0.183,18.3,0.23,23,13,0.24,24,7500,,7,0.015,1.5,33.70%,33.7
JUL THRU SEP,South,WEST VIRGINIA,2017,440,930,0.1,1.4,0.014,9000,,0.095,9.5,0.062,6.2,10,0.006,0.6,1900,,21,0.038,3.8,23.20%,23.2
JUL THRU SEP,South,ALABAMA,2018,1600,1700,0.2,0.7,0.007,8500,,0.078,7.8,0.694,69.4,20,0.146,14.6,1300,,15,0.068,6.8,77.50%,77.5
JUL THRU SEP,West,ARIZONA,2018,3200,8000,0.26,4.5,0.045,31000,,0.15,15,0.023,2.3,26,0.038,3.8,3100,,10,0.276,27.6,52.50%,52.5
JUL THRU SEP,Northeast,CONNECTICUT,2018,80,130,0.04,0,0,3200,,0.025,2.5,0,0,4,0.014,1.4,310,,10,0.012,1.2,13.00%,13
JUL THRU SEP,Midwest,KANSAS,2018,300,950,0.16,6.6,0.066,6000,,0.237,23.7,0.511,51.1,16,0.08,8,180,,3,0.079,7.9,76.80%,76.8
JUL THRU SEP,South,MARYLAND,2018,580,360,0.05,0.3,0.003,7500,,0.011,1.1,0.06,6,5,0.006,0.6,680,,9,0.038,3.8,11.70%,11.7
JUL THRU SEP,Midwest,MINNESOTA,2018,1600,29000,0.23,6,0.06,121000,,0.093,9.3,0.124,12.4,23,0.284,28.4,6500,,5,0.081,8.1,44.50%,44.5
JUL THRU SEP,Midwest,MISSOURI,2018,260,540,0.05,1.2,0.012,10000,,0.075,7.5,0.169,16.9,5,0.012,1.2,410,,4,0.011,1.1,18.20%,18.2
JUL THRU SEP,Midwest,OHIO,2018,1300,1300,0.08,2.6,0.026,16000,,0.119,11.9,0.409,40.9,8,0.013,1.3,2100,,13,0.012,1.2,58.90%,58.9
JUL THRU SEP,South,OKLAHOMA,2018,20,370,0.18,0.1,0.001,2100,,0.172,17.2,0.511,51.1,18,0.235,23.5,10,,,0.234,23.4,59.60%,59.6
JUL THRU SEP,West,OREGON,2018,3000,13000,0.11,7,0.07,116000,,0.107,10.7,0.028,2.8,11,0.451,45.1,49000,,42,0.008,0.8,57.20%,57.2
JUL THRU SEP,South,TEXAS,2018,7500,7500,0.06,0.4,0.004,112000,,0.028,2.8,0.044,4.4,6,0.062,6.2,9500,,8,0.009,0.9,18.80%,18.8
JUL THRU SEP,West,WASHINGTON,2018,7000,12000,0.14,0.6,0.006,76000,,0.099,9.9,0.006,0.6,14,0.027,2.7,3600,,4,0.028,2.8,7.10%,7.1
JUL THRU SEP,South,FLORIDA,2019,46000,20000,0.08,6.3,0.063,210000,6000,0.117,11.7,0.207,20.7,8,0.182,18.2,33000,,14,0.108,10.8,44.90%,44.9
JUL THRU SEP,West,HAWAII,2019,200,200,0.01,0.3,0.003,17000,0,0.013,1.3,0.39,39,1,0,0,6000,,35,0.002,0.2,37.20%,37.2
JUL THRU SEP,Midwest,INDIANA,2019,2200,1000,0.06,3,0.03,14000,90,0.192,19.2,0.152,15.2,6,0.231,23.1,1500,,9,0.014,1.4,55.70%,55.7
JUL THRU SEP,Midwest,IOWA,2019,2000,3400,0.1,5.8,0.058,30000,250,0.278,27.8,0.071,7.1,10,0.263,26.3,4800,,15,0.036,3.6,39.40%,39.4
JUL THRU SEP,South,LOUISIANA,2019,4400,4100,0.09,0.4,0.004,42000,910,0.025,2.5,0.668,66.8,9,0.57,57,13000,,30,0.027,2.7,67.10%,67.1
JUL THRU SEP,Midwest,MICHIGAN,2019,3000,11000,0.11,8.7,0.087,94000,1800,0.021,2.1,0.164,16.4,11,0.073,7.3,3300,,3,0.015,1.5,42.70%,42.7
JUL THRU SEP,South,MISSISSIPPI,2019,550,2900,0.13,2.4,0.024,23000,610,0.04,4,0.456,45.6,13,0.254,25.4,850,,4,0.051,5.1,59.10%,59.1
JUL THRU SEP,Midwest,MISSOURI,2019,260,500,0.05,0.4,0.004,10500,20,0.021,2.1,0.071,7.1,5,0.008,0.8,350,,3,0.006,0.6,18.40%,18.4
JUL THRU SEP,Midwest,OHIO,2019,2800,1600,0.08,4.2,0.042,19500,220,0.059,5.9,0.23,23,8,0.018,1.8,3000,,15,0.039,3.9,40.60%,40.6
JUL THRU SEP,South,OKLAHOMA,2019,130,930,0.12,0.1,0.001,7500,20,0.041,4.1,0.014,1.4,12,0.001,0.1,1100,,15,0.044,4.4,29.00%,29
JUL THRU SEP,Northeast,PENNSYLVANIA,2019,1800,980,0.05,1.8,0.018,19000,130,0.015,1.5,0.088,8.8,5,0.05,5,1900,,10,0.056,5.6,23.40%,23.4
JUL THRU SEP,South,TENNESSEE,2019,2200,4500,0.32,0.2,0.002,14000,140,0.115,11.5,0.233,23.3,32,0.091,9.1,2200,,16,0.015,1.5,51.40%,51.4
JUL THRU SEP,West,UTAH,2019,3500,2800,0.1,5.5,0.055,24000,950,0.006,0.6,0.049,4.9,10,0.002,0.2,1700,,6,0.046,4.6,29.40%,29.4
JUL THRU SEP,South,WEST VIRGINIA,2019,200,1100,0.11,0.7,0.007,10000,290,0.069,6.9,0.107,10.7,11,0.027,2.7,1100,,11,0.003,0.3,33.70%,33.7
JUL THRU SEP,West,HAWAII,2020,4000,500,0.03,,,18500,30,0.005,0.5,0.635,63.5,3,,,3400,,18,,,62.70%,62.7
JUL THRU SEP,Midwest,INDIANA,2020,1200,1600,0.11,1.7,0.017,15000,90,0.007,0.7,0.12,12,11,0.245,24.5,2700,,18,0.013,1.3,41.40%,41.4
JUL THRU SEP,Midwest,KANSAS,2020,600,910,0.13,15.6,0.156,7000,310,0.021,2.1,0.248,24.8,13,0.341,34.1,730,,10,,,93.80%,93.8
JUL THRU SEP,South,LOUISIANA,2020,1200,2600,0.05,4.7,0.047,48000,1200,0.036,3.6,0.144,14.4,5,0.008,0.8,3100,,6,0.034,3.4,27.20%,27.2
JUL THRU SEP,South,NORTH CAROLINA,2020,950,4600,0.17,,,26000,1100,,,0.179,17.9,17,,,5500,,20,,,70.50%,70.5
JUL THRU SEP,Midwest,SOUTH DAKOTA,2020,30000,66000,0.28,2.1,0.021,230000,470,0.614,61.4,0.07,7,28,0.649,64.9,12500,,5,0.02,2,87.00%,87
JUL THRU SEP,South,TENNESSEE,2020,460,2200,0.15,2.3,0.023,15000,470,0.024,2.4,0.155,15.5,15,0.005,0.5,860,,6,0.022,2.2,37.70%,37.7
